options.env is 0x169c9af0
Process /home/dtome/Code/flink-2.1.0/tmp/flink-checkpoints/savepoint-c92c66-709406101749/c60262c2-5c75-4957-82d4-4ba77df314af.sst
Sst file format: block-based
from [] to []
'00000000000580054BD02E00' seq:1252, type:1 => 00000008406A000000000000
'7F000000000F80059504000000000000004D99012E00' seq:2458, type:1 => 000000084079900000000000
'7F000000000F80059504000000000000004DAE072E00' seq:11800, type:1 => 00000008409EB80000000000
'7F000000000F80059504000000000000004DC8032E00' seq:5812, type:1 => 00000008408E400000000000
'7F000000000F80059504000000000000004DD4022E00' seq:4348, type:1 => 000000084086A00000000000
'7F000000000F80059504000000000000004DE2032E00' seq:5968, type:1 => 00000008408F100000000000
'7F000000000F80059504000000000000004DE2052E00' seq:9040, type:1 => 000000084097880000000000
'7F000000000F80059504000000000000004DEC022E00' seq:4492, type:1 => 000000084087600000000000
'7F000000000F80059504000000000000004DF2012E00' seq:2992, type:1 => 00000008407F200000000000
'7F000000000F80059504000000000000004DF4012E00' seq:3004, type:1 => 00000008407F400000000000
'7F000000000F80059504000000000000004DF9032E00' seq:6106, type:1 => 00000008408FC80000000000
